"方向","代碼","名稱","訂單價格","訂單數量","訂單金額","交易狀態","已成交@均價","下單時間","類型","期限","盤前競價","時段","觸發價","允許開倉","市場","幣種","訂單來源","成交數量","成交價格","成交金額","成交時間","市場","幣種","對手經紀","備註","佣金","平台使用費","交收費","印花稅","交易費","證監會徵費","財匯局徵費","綜合審計跟蹤監管費","交易活動費","證監會規費","合計費用"
"買入","SPCX","SpaceX","市價","10","1,681.95","全部成交","10@168.195","2026/06/12 12:48:20 (美東)","市價單","當日有效","","盤中","","","美股","USD","","10","168.195","1,681.95","2026/06/12 12:48:21 (美東)","美股","USD","","","0.99","1","0.03","","","","","0","","","2.02"
"買入","SPCX","SpaceX","市價","10","1,685.00","全部成交","10@168.50","2026/06/12 12:48:13 (美東)","市價單","當日有效","","盤中","","","美股","USD","","10","168.50","1,685.00","2026/06/12 12:48:13 (美東)","美股","USD","","","0.99","1","0.03","","","","","0","","","2.02"
"買入","SPCX","SpaceX","169.00","2","338.00","下單失敗","0@0.00","2026/06/12 12:41:21 (美東)","止損限價單","當日有效","","盤中","168.80","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","BBY","百思買","市價","4","299.44","全部成交","4@74.86","2026/06/09 12:03:13 (美東)","市價單","當日有效","","盤中","","","美股","USD","","4","74.86","299.44","2026/06/09 12:03:13 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","0.01","2.02"
"賣出","SOFI","SoFi Technologies","市價","4","63.61","全部成交","4@15.90338","2026/06/09 12:03:03 (美東)","市價單","當日有效","","盤中","","","美股","USD","","4","15.90338","63.61","2026/06/09 12:03:04 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","0.01","2.02"
"賣出","NVDA","英偉達","市價","2","406.58","全部成交","2@203.2901","2026/06/09 12:02:55 (美東)","市價單","當日有效","","盤中","","","美股","USD","","2","203.2901","406.58","2026/06/09 12:02:56 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","0.01","2.02"
"買入","ELV","Elevance Health","市價","1","0.00","下單失敗","0@0.00","2026/06/09 09:39:21 (美東)","市價單","當日有效","","盤中","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","ELV","Elevance Health","市價","2","0.00","下單失敗","0@0.00","2026/06/09 09:39:11 (美東)","市價單","當日有效","","盤中","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","BBY","百思買","67.00","2","134.00","已撤單","0@0.00","2026/06/09 09:37:07 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","68.00","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","BBY","百思買","市價","2","151.20","全部成交","2@75.60","2026/06/09 09:36:29 (美東)","市價單","當日有效","","盤中","","","美股","USD","","2","75.60","151.20","2026/06/09 09:36:30 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","BBY","百思買","75.39","2","150.78","全部成交","2@75.39","2026/06/09 09:35:12 (美東)","限價單","當日有效","","盤中","","","美股","USD","","2","75.39","150.78","2026/06/09 10:13:22 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","STX","希捷科技","900.25","1","900.25","下單失敗","0@0.00","2026/06/09 04:40:36 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","STX","希捷科技","900.25","1","900.25","下單失敗","0@0.00","2026/06/09 04:40:25 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","AMD","美國超微公司","460.00","1","460.00","全部成交","1@461.80","2026/06/09 01:50:40 (美東)","止損限價單","撤單前有效","","全時段","462.00","不允許","美股","USD","","1","461.80","461.80","2026/06/09 11:57:04 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.01","2.01"
"買入","AMD","美國超微公司","498.47","1","498.47","全部成交","1@498.39","2026/06/09 01:50:24 (美東)","限價單","當日有效","","全時段","","","美股","USD","","1","498.39","498.39","2026/06/09 01:50:24 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","JBL","捷普科技","350.00","2","700.00","全部成交","2@351.7801","2026/06/09 01:46:03 (美東)","止損限價單","撤單前有效","","全時段","352.00","不允許","美股","USD","","2","351.7801","703.56","2026/06/09 11:31:17 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","0.01","2.02"
"買入","JBL","捷普科技","364.50","2","729.00","全部成交","2@364.50","2026/06/09 01:45:46 (美東)","限價單","當日有效","","全時段","","","美股","USD","","2","364.50","729.00","2026/06/09 01:45:47 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","CLS","天弘科技","370.00","2","740.00","全部成交","2@372.12","2026/06/09 01:44:50 (美東)","止損限價單","撤單前有效","","全時段","372.00","不允許","美股","USD","","2","372.12","744.24","2026/06/09 10:19:01 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","0.02","2.03"
"買入","CLS","天弘科技","392.75","2","785.50","全部成交","2@392.75","2026/06/09 01:44:28 (美東)","限價單","當日有效","","全時段","","","美股","USD","","2","392.75","785.50","2026/06/09 01:44:28 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","STX","希捷科技","896.00","2","1,792.00","下單失敗","0@0.00","2026/06/09 01:42:27 (美東)","止損限價單","撤單前有效","","全時段","895.00","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","NVDA","英偉達","203.00","2","406.00","已撤單","0@0.00","2026/06/08 10:14:46 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","204.00","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","NVDA","英偉達","207.34","2","414.68","全部成交","2@207.33","2026/06/08 10:14:11 (美東)","限價單","撤單前有效","","盤前+盤中+盤後","","","美股","USD","","2","207.33","414.66","2026/06/08 10:14:11 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","MU","美光科技","912.00","2","1,824.00","全部成交","2@913.68","2026/06/08 10:11:09 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","913.50","不允許","美股","USD","","2","913.68","1,827.36","2026/06/09 11:26:36 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","0.04","2.05"
"買入","MU","美光科技","932.23","2","1,864.46","全部成交","2@931.79","2026/06/08 10:10:06 (美東)","限價單","撤單前有效","","盤中","","","美股","USD","","2","931.79","1,863.58","2026/06/08 10:10:06 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","ALAB","Astera Labs","324.00","2","648.00","全部成交","2@325.6347","2026/06/08 10:09:05 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","326.00","不允許","美股","USD","","2","325.6347","651.27","2026/06/09 11:56:58 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","0.01","2.02"
"買入","ALAB","Astera Labs","市價","2","685.74","全部成交","2@342.87","2026/06/08 10:07:39 (美東)","市價單","當日有效","","盤中","","","美股","USD","","2","342.87","685.74","2026/06/08 10:07:40 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","MU","美光科技","818.00","1","818.00","已撤單","0@0.00","2026/06/05 12:50:20 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","820.00","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","MU","美光科技","830.00","1","830.00","已撤單","0@0.00","2026/06/05 12:48:36 (美東)","限價單","當日有效","","全時段","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","01081","大金重工","市價","100","6,175.00","全部成交","100@61.75","2026/06/04 20:43:44 (香港)","止損市價單","撤單前有效","","","61.80","","港股","HKD","","100","61.75","6,175.00","2026/06/09 09:32:46 (香港)","港股","HKD","6389","","0","15","0.26","7","0.35","0.17","0.01","","","","22.79"
"賣出","01081","大金重工","觸及市價","100","0.00","已撤單","0@0.00","2026/06/04 16:29:35 (香港)","富途暗盤","當日有效","","","62.00","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","FUTU","富途控股","96.90","1","96.90","全部成交","1@97.04","2026/06/03 10:47:45 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","97.04","97.04","2026/06/03 10:48:12 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.01","2.01"
"賣出","SOFI","SoFi Technologies","15.20","4","60.80","已撤單","0@0.00","2026/06/03 10:27:52 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","15.67","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","TSLA","特斯拉","388.60","1","388.60","全部成交","1@389.64","2026/06/03 06:03:49 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","389.60","不允許","美股","USD","","1","389.64","389.64","2026/06/05 15:11:02 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.01","2.01"
"買入","TSLA","特斯拉","417.57","1","417.57","全部成交","1@417.57","2026/06/03 06:02:59 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","417.57","417.57","2026/06/03 06:03:04 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","MU","美光科技","市價","1","0.00","下單失敗","0@0.00","2026/06/01 09:51:06 (美東)","市價單","當日有效","","盤中","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","MU","美光科技","市價","1","0.00","下單失敗","0@0.00","2026/06/01 09:48:09 (美東)","市價單","當日有效","","盤中","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","MU","美光科技","市價","1","1,036.02","全部成交","1@1036.0197","2026/06/01 09:47:58 (美東)","市價單","當日有效","","盤中","","","美股","USD","","1","1036.0197","1,036.02","2026/06/01 09:47:59 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","FUTU","富途控股","市價","1","100.40","全部成交","1@100.40","2026/06/01 09:47:52 (美東)","市價單","當日有效","","盤中","","","美股","USD","","1","100.40","100.40","2026/06/01 09:47:52 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.01","2.01"
"買入","MU","美光科技","市價","1","0.00","下單失敗","0@0.00","2026/06/01 09:47:33 (美東)","市價單","當日有效","","盤中","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","FUTU","富途控股","100.76","2","201.52","全部成交","2@100.76","2026/06/01 09:47:27 (美東)","限價單","當日有效","","盤中","","","美股","USD","","2","100.76","201.52","2026/06/01 09:47:51 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","0.01","2.02"
"買入","MU","美光科技","市價","1","0.00","下單失敗","0@0.00","2026/06/01 09:47:17 (美東)","市價單","當日有效","","盤中","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","FUTU","富途控股","市價","1","100.67","全部成交","1@100.67","2026/06/01 09:47:09 (美東)","市價單","當日有效","","盤中","","","美股","USD","","1","100.67","100.67","2026/06/01 09:47:09 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.01","2.01"
"賣出","NOK","諾基亞","14.84","1","14.84","全部成交","1@14.8826","2026/06/01 09:44:41 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","14.88","不允許","美股","USD","","1","14.8826","14.88","2026/06/05 12:10:18 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.01","2.01"
"買入","MU","美光科技","市價","1","0.00","下單失敗","0@0.00","2026/06/01 09:43:52 (美東)","市價單","當日有效","","盤中","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","NOK","諾基亞","市價","1","15.42","全部成交","1@15.4199","2026/06/01 09:43:28 (美東)","市價單","當日有效","","盤中","","","美股","USD","","1","15.4199","15.42","2026/06/01 09:43:29 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","CLS","天弘科技","422.00","1","422.00","全部成交","1@422.02","2026/05/29 09:54:21 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","423.00","不允許","美股","USD","","1","422.02","422.02","2026/06/03 18:52:14 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.01","2.01"
"買入","CLS","天弘科技","373.32","1","373.32","全部成交","1@373.32","2026/05/29 09:52:48 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","373.32","373.32","2026/05/29 09:52:49 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","F","福特汽車","16.20","1","16.20","全部成交","1@16.7023","2026/05/29 09:49:40 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","16.70","不允許","美股","USD","","1","16.7023","16.70","2026/06/01 09:53:56 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.01","2.01"
"買入","F","福特汽車","17.74","1","17.74","全部成交","1@17.7297","2026/05/29 09:47:42 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","17.7297","17.73","2026/05/29 09:47:42 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","PLTR","Palantir","142.70","1","142.70","全部成交","1@144.71","2026/05/29 09:37:14 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","144.70","不允許","美股","USD","","1","144.71","144.71","2026/06/03 09:50:47 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.01","2.01"
"買入","PLTR","Palantir","149.72","1","149.72","全部成交","1@149.4341","2026/05/29 09:36:27 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","149.4341","149.43","2026/05/29 09:36:28 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","MU","美光科技","1036.60","2","2,073.20","全部成交","2@1037.01","2026/05/29 09:28:21 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","1037.60","不允許","美股","USD","","2","1037.01","2,074.02","2026/06/04 04:27:43 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","0.04","2.05"
"買入","MU","美光科技","953.00","1","953.00","全部成交","1@952.44","2026/05/29 09:26:51 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","952.44","952.44","2026/05/29 09:27:23 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","TEM","Tempus AI","52.00","1","52.00","全部成交","1@52.73","2026/05/29 08:35:40 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","53.00","不允許","美股","USD","","1","52.73","52.73","2026/05/29 09:30:10 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.01","2.01"
"買入","TEM","Tempus AI","54.00","1","54.00","全部成交","1@54.00","2026/05/29 08:33:18 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","54.00","54.00","2026/05/29 09:28:00 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","TEM","Tempus AI","52.00","1","52.00","全部成交","1@52.73","2026/05/29 08:32:11 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","53.00","不允許","美股","USD","","1","52.73","52.73","2026/05/29 09:30:10 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.01","2.01"
"買入","TEM","Tempus AI","55.38","1","55.38","全部成交","1@55.35","2026/05/29 08:31:29 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","55.35","55.35","2026/05/29 08:31:29 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","MU","美光科技","947.00","1","947.00","全部成交","1@948.75","2026/05/29 06:08:10 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","949.00","不允許","美股","USD","","1","948.75","948.75","2026/05/29 07:01:17 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.02","2.02"
"賣出","SOFI","SoFi Technologies","17.20","1","17.20","全部成交","1@17.32","2026/05/29 06:06:37 (美東)","止損限價單","撤單前有效","","盤前+盤中+盤後","17.30","不允許","美股","USD","","1","17.32","17.32","2026/06/03 09:30:58 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","0.01","2.01"
"賣出","SOFI","SoFi Technologies","觸及市價","1","0.00","已撤單","0@0.00","2026/05/29 06:05:40 (美東)","止損市價單","撤單前有效","","盤中","17.30","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","SOFI","SoFi Technologies","17.52","1","17.52","全部成交","1@17.515","2026/05/29 06:04:59 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","17.515","17.52","2026/05/29 06:04:59 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","SOFI","SoFi Technologies","市價","1","18.22","全部成交","1@18.22","2026/05/29 06:04:40 (美東)","市價單","當日有效","","盤中","","","美股","USD","","1","18.22","18.22","2026/05/29 09:30:01 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","SOFI","SoFi Technologies","市價","1","18.22","全部成交","1@18.22","2026/05/29 06:03:14 (美東)","市價單","當日有效","","盤中","","","美股","USD","","1","18.22","18.22","2026/05/29 09:30:01 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","SOFI","SoFi Technologies","市價","1","0.00","已撤單","0@0.00","2026/05/29 06:02:07 (美東)","市價單","當日有效","","盤中","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","SOFI","SoFi Technologies","17.53","1","17.53","已撤單","0@0.00","2026/05/29 06:01:34 (美東)","限價單","當日有效","","盤中","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","SOFI","SoFi Technologies","17.50","1","17.50","已撤單","0@0.00","2026/05/29 06:00:29 (美東)","限價單","當日有效","","盤中","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","SOFI","SoFi Technologies","市價","1","0.00","已撤單","0@0.00","2026/05/29 06:00:07 (美東)","市價單","當日有效","","盤中","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","SOFI","SoFi Technologies","市價","1","0.00","已撤單","0@0.00","2026/05/29 05:59:33 (美東)","市價單","當日有效","","盤中","","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","SOFI","SoFi Technologies","觸及市價","1","0.00","下單失敗","0@0.00","2026/05/29 05:59:09 (美東)","止損市價單","撤單前有效","","盤中","17.48","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","MU","美光科技","觸及市價","1","0.00","已撤單","0@0.00","2026/05/29 05:47:59 (美東)","止損市價單","撤單前有效","","盤中","949.20","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","MU","美光科技","955.67","1","955.67","全部成交","1@955.67","2026/05/29 05:46:39 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","955.67","955.67","2026/05/29 05:47:36 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","03388","創想三維","27.76","150","4,164.00","下單失敗","0@0.00","2026/05/29 13:06:02 (香港)","止損限價單","當日有效","","","27.56","不允許","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","SOFI","SoFi Technologies","觸及市價","4","0.00","已撤單","0@0.00","2026/05/28 11:57:17 (美東)","止損市價單","撤單前有效","","盤中","13.80","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","SOFI","SoFi Technologies","16.87","2","33.74","全部成交","2@16.87","2026/05/28 11:56:38 (美東)","限價單","撤單前有效","","盤中","","","美股","USD","","2","16.87","33.74","2026/05/28 11:56:38 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","FUTU","富途控股","110.11","1","110.11","全部成交","1@110.11","2026/05/28 09:51:04 (美東)","限價單","當日有效","","盤中","","","美股","USD","","1","110.11","110.11","2026/05/28 09:51:04 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","FUTU","富途控股","市價","2","210.56","全部成交","2@105.28","2026/05/28 09:47:32 (美東)","止損市價單","撤單前有效","","盤中","105.28","不允許","美股","USD","","2","105.28","210.56","2026/05/28 11:21:55 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","0.01","2.02"
"買入","FUTU","富途控股","115.25","1","115.25","全部成交","1@115.25","2026/05/28 09:31:20 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","115.25","115.25","2026/05/28 09:31:20 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","FUTU","富途控股","106.16","1","106.16","全部成交","1@106.16","2026/05/27 09:32:30 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","106.16","106.16","2026/05/27 09:33:26 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","FUTU","富途控股","103.11","1","103.11","全部成交","1@103.11","2026/05/26 10:05:13 (美東)","限價單","當日有效","","盤中","","","美股","USD","","1","103.11","103.11","2026/05/26 10:05:13 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","FUTU","富途控股","106.40","1","106.40","下單失敗","0@0.00","2026/05/26 09:42:19 (美東)","止損限價單","當日有效","","盤中","106.00","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","FUTU","富途控股","106.40","1","106.40","已撤單","0@0.00","2026/05/26 09:40:04 (美東)","止損限價單","當日有效","","盤中","106.00","允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","FUTU","富途控股","觸及市價","3","0.00","已撤單","0@0.00","2026/05/22 12:34:34 (美東)","止損市價單","撤單前有效","","盤中","68.20","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","FUTU","富途控股","觸及市價","5","0.00","已撤單","0@0.00","2026/05/22 12:34:05 (美東)","止損市價單","撤單前有效","","盤中","93.00","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","02493","邁威生物-B","市價","600","14,160.00","全部成交","600@23.60","2026/05/22 23:58:51 (香港)","止損市價單","撤單前有效","","","23.70","","港股","HKD","","600","23.60","14,160.00","2026/05/26 09:32:03 (香港)","港股","HKD","1975","","0","15","0.59","15","0.8","0.38","0.02","","","","31.79"
"賣出","FUTU","富途控股","觸及市價","2","0.00","已撤單","0@0.00","2026/05/22 10:35:51 (美東)","觸及市價單(止盈)","當日有效","","盤中","102.00","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","FUTU","富途控股","90.92","1","90.92","全部成交","1@90.92","2026/05/22 10:16:09 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","90.92","90.92","2026/05/22 10:20:15 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","FUTU","富途控股","88.44","1","88.44","全部成交","1@88.43","2026/05/22 09:45:23 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","88.43","88.43","2026/05/22 09:45:24 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"買入","FUTU","富途控股","81.16","1","81.16","全部成交","1@81.16","2026/05/22 05:11:44 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","1","81.16","81.16","2026/05/22 05:11:44 (美東)","美股","USD","","","0.99","1","0","","","","","0","","","1.99"
"賣出","02493","邁威生物-B","26.70","400","10,680.00","已撤單","0@0.00","2026/04/27 17:32:44 (香港)","富途暗盤","當日有效","","","26.90","不允許","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","02493","邁威生物-B","28.22","600","16,932.00","全部成交","600@28.22","2026/04/27 17:25:25 (香港)","富途暗盤","當日有效","","","","","港股","HKD","","200","28.22","5,644.00","2026/04/27 17:29:58 (香港)","港股","HKD","8302","","5.08","15","0.72","18","0.96","0.45","0.03","","","","40.24"
"","","","","","","","","","","","","","","","","","","200","28.22","5,644.00","2026/04/27 17:28:01 (香港)","港股","HKD","8303","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","200","28.22","5,644.00","2026/04/27 17:28:00 (香港)","港股","HKD","8300","","","","","","","","","","","",""
"賣出","01879","曦智科技-P","748.00","15","11,220.00","全部成交","15@750.50","2026/04/27 16:16:44 (香港)","富途暗盤","當日有效","","","","","港股","HKD","","15","750.50","11,257.50","2026/04/27 16:16:44 (香港)","港股","HKD","8305","","3.38","15","0.47","12","0.64","0.3","0.02","","","","31.81"
"賣出","00100","MINIMAX-WP","1073.00","20","21,460.00","全部成交","20@1075.00","2026/03/11 22:54:08 (香港)","止損限價單","撤單前有效","","","1077.00","不允許","港股","HKD","","20","1075.00","21,500.00","2026/03/12 13:28:33 (香港)","港股","HKD","2453","","0","15","0.9","22","1.21","0.58","0.03","","","","39.72"
"賣出","00100","MINIMAX-WP","市價","20","13,500.00","全部成交","20@675.00","2026/02/09 18:37:38 (香港)","止損市價單","撤單前有效","","","676.00","","港股","HKD","","20","675.00","13,500.00","2026/02/13 15:45:14 (香港)","港股","HKD","2453","","0","15","0.57","14","0.76","0.36","0.02","","","","30.71"
"買入","00100","MINIMAX-WP","519.50","20","10,390.00","全部成交","20@519.00","2026/02/09 15:37:40 (香港)","止損限價單","當日有效","","","519.00","允許","港股","HKD","","20","519.00","10,380.00","2026/02/09 15:44:25 (香港)","港股","HKD","6389","","0","15","0.44","11","0.59","0.28","0.02","","","","27.33"
"賣出","00100","MINIMAX-WP","市價","20","7,532.00","全部成交","20@376.60","2026/01/12 15:17:33 (香港)","止損市價單","撤單前有效","","","377.00","","港股","HKD","","20","376.60","7,532.00","2026/01/13 11:32:35 (香港)","港股","HKD","3186","","0","15","0.32","8","0.43","0.2","0.01","","","","23.96"
"買入","00100","MINIMAX-WP","401.80","20","8,036.00","全部成交","20@401.80","2026/01/12 15:16:48 (香港)","限價單","當日有效","允許","","","","港股","HKD","","20","401.80","8,036.00","2026/01/12 15:16:53 (香港)","港股","HKD","2311","","0","15","0.34","9","0.45","0.22","0.01","","","","25.02"
"賣出","00100","MINIMAX-WP","觸及市價","20","0.00","已撤單","0@0.00","2026/01/09 13:18:00 (香港)","止損市價單","撤單前有效","","","322.60","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","00100","MINIMAX-WP","294.60","20","5,892.00","全部成交","20@294.60","2026/01/09 13:14:41 (香港)","止損限價單","當日有效","","","294.20","允許","港股","HKD","","20","294.60","5,892.00","2026/01/09 13:14:50 (香港)","港股","HKD","2240","","0","15","0.25","6","0.33","0.16","0.01","","","","21.75"
"賣出","EBAY","eBay","市價","2","173.96","全部成交","2@86.98","2025/10/17 22:08:39 (美東)","止損市價單","撤單前有效","","盤中","92.80","","美股","USD","","2","86.98","173.96","2025/10/30 09:30:03 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"賣出","FUTU","富途控股","161.57","6","969.42","全部成交","6@161.57","2025/10/17 10:32:16 (美東)","限價單","撤單前有效","","盤前+盤中+盤後","","","美股","USD","","6","161.57","969.42","2025/10/17 10:32:16 (美東)","美股","USD","","","0.99","1","0.02","","","","","0","0.01","","2.02"
"賣出","FUTU","富途控股","觸及市價","6","0.00","已撤單","0@0.00","2025/10/17 10:29:40 (美東)","止損市價單","撤單前有效","","盤中","149.90","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","01355","朸濬國際","觸及市價","20,000","0.00","已撤單","0@0.00","2025/10/17 14:40:20 (香港)","止損市價單","撤單前有效","","","0.129","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","01355","朸濬國際","0.145","20,000","2,900.00","已撤單","0@0.00","2025/10/17 14:39:31 (香港)","限價單","當日有效","允許","","","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","ALAB","Astera Labs","市價","1","172.83","全部成交","1@172.83","2025/10/14 09:42:01 (美東)","止損市價單","當日有效","","盤中","172.80","","美股","USD","","1","172.83","172.83","2025/10/14 09:42:09 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","","2"
