"方向","代碼","名稱","訂單價格","訂單數量","訂單金額","交易狀態","已成交@均價","下單時間","類型","期限","盤前競價","時段","觸發價","允許開倉","市場","幣種","訂單來源","成交數量","成交價格","成交金額","成交時間","市場","幣種","對手經紀","備註","佣金","平台使用費","交收費","印花稅","交易費","證監會徵費","財匯局徵費","綜合審計跟蹤監管費","交易活動費","證監會規費","合計費用"
"賣出","IBKR","盈透證券","市價","2","131.92","全部成交","2@65.96","2025/07/30 09:57:28 (美東)","止損市價單","撤單前有效","","盤中","65.95","不允許","美股","USD","","2","65.96","131.92","2025/07/30 14:55:57 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","IBKR","盈透證券","66.42","2","132.84","全部成交","2@66.42","2025/07/30 09:56:48 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","66.42","132.84","2025/07/30 09:56:49 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","RKLB","Rocket Lab","市價","2","86.21","全部成交","2@43.105","2025/07/30 09:56:15 (美東)","止損市價單","撤單前有效","","盤中","43.86","不允許","美股","USD","","2","43.105","86.21","2025/08/01 09:30:02 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","RKLB","Rocket Lab","44.64","2","89.28","全部成交","2@44.64","2025/07/30 09:55:43 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","44.64","89.28","2025/07/30 09:55:43 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","ASTS","AST SpaceMobile","市價","2","101.16","全部成交","2@50.58","2025/07/30 09:54:18 (美東)","止損市價單","撤單前有效","","盤中","50.60","不允許","美股","USD","","2","50.58","101.16","2025/08/01 09:30:04 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","ASTS","AST SpaceMobile","54.90","2","109.80","全部成交","2@54.8696","2025/07/30 09:53:36 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","54.8696","109.74","2025/07/30 09:53:49 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","CRDO","Credo Technology","市價","2","222.08","全部成交","2@111.04","2025/07/30 09:47:36 (美東)","止損市價單","撤單前有效","","盤中","111.00","不允許","美股","USD","","2","111.04","222.08","2025/07/31 13:58:13 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"賣出","ALAB","Astera Labs","市價","1","169.75","全部成交","1@169.75","2025/07/30 09:46:54 (美東)","止損市價單","撤單前有效","","盤中","169.98","不允許","美股","USD","","1","169.75","169.75","2025/08/07 09:36:28 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","","2"
"買入","ALAB","Astera Labs","126.66","2","253.32","全部成交","2@126.66","2025/07/30 09:44:30 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","126.66","253.32","2025/07/30 09:44:57 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","CRDO","Credo Technology","114.16","2","228.32","全部成交","2@114.16","2025/07/30 09:44:20 (美東)","限價單","當日有效","","盤中","","","美股","USD","","2","114.16","228.32","2025/07/30 09:44:20 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","03880","泰德醫藥","35.35","100","3,535.00","已撤單","0@0.00","2025/07/30 10:03:14 (香港)","限價單","當日有效","允許","","","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","09887","維立志博-B","市價","200","14,090.00","全部成交","200@70.45","2025/07/29 13:23:39 (香港)","止損市價單","撤單前有效","","","70.45","","港股","HKD","","100","70.45","7,045.00","2025/08/01 11:19:17 (香港)","港股","HKD","5460","","0","15","0.6","16","0.8","0.38","0.02","","","","32.8"
"","","","","","","","","","","","","","","","","","","100","70.45","7,045.00","2025/08/01 11:19:17 (香港)","港股","HKD","5460","","","","","","","","","","","",""
"賣出","01357","美圖公司","市價","1,000","11,880.00","全部成交","1,000@11.88","2025/07/29 13:22:14 (香港)","止損市價單","撤單前有效","","","11.89","","港股","HKD","","1,000","11.88","11,880.00","2025/08/01 10:48:01 (香港)","港股","HKD","5999","","0","15","0.5","12","0.67","0.32","0.02","","","","28.51"
"買入","01357","美圖公司","10.70","1,000","10,700.00","全部成交","1,000@10.70","2025/07/29 13:21:30 (香港)","限價單","當日有效","允許","","","","港股","HKD","","1,000","10.70","10,700.00","2025/07/29 13:21:30 (香港)","港股","HKD","8914","","0","15","0.45","11","0.6","0.29","0.02","","","","27.36"
"買入","09887","維立志博-B","76.65","200","15,330.00","全部成交","200@76.65","2025/07/29 13:20:49 (香港)","限價單","當日有效","允許","","","","港股","HKD","","200","76.65","15,330.00","2025/07/29 13:22:30 (香港)","港股","HKD","178","","0","15","0.64","16","0.87","0.41","0.02","","","","32.94"
"賣出","CRDO","Credo Technology","市價","2","180.08","全部成交","2@90.04","2025/07/21 10:09:03 (美東)","止損市價單","撤單前有效","","盤中","90.10","","美股","USD","","2","90.04","180.08","2025/07/22 09:51:22 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"賣出","TRU","TransUnion","市價","2","185.38","全部成交","2@92.6901","2025/07/21 10:08:37 (美東)","止損市價單","撤單前有效","","盤中","92.80","","美股","USD","","2","92.6901","185.38","2025/07/21 15:41:31 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"賣出","ORLY","奧萊利","市價","1","102.05","全部成交","1@102.05","2025/07/21 10:06:25 (美東)","止損市價單","撤單前有效","","盤中","101.99","","美股","USD","","1","102.05","102.05","2025/08/12 09:52:33 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.01","","2"
"買入","ORLY","奧萊利","93.21","2","186.42","全部成交","2@93.21","2025/07/21 10:05:41 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","93.21","186.42","2025/07/21 10:06:16 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","TRU","TransUnion","93.83","2","187.66","全部成交","2@93.819","2025/07/21 10:05:12 (美東)","止損限價單","當日有效","","盤前+盤中+盤後","93.81","","美股","USD","","2","93.819","187.64","2025/07/21 10:07:52 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","CRDO","Credo Technology","95.64","2","191.28","全部成交","2@95.49","2025/07/21 10:02:26 (美東)","止損限價單","當日有效","","盤前+盤中+盤後","95.62","","美股","USD","","2","95.49","190.98","2025/07/21 10:05:43 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","FUTU","富途控股","164.10","2","328.20","已撤單","0@0.00","2025/07/18 12:20:31 (美東)","止損限價單","當日有效","","盤前+盤中+盤後","163.98","允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","FUTU","富途控股","觸及市價","6","0.00","已撤單","0@0.00","2025/07/18 11:54:23 (美東)","止損市價單","撤單前有效","","盤中","149.80","不允許","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","FUTU","富途控股","164.27","2","328.54","全部成交","2@164.27","2025/07/18 11:52:32 (美東)","限價單","當日有效","","盤中","","","美股","USD","","2","164.27","328.54","2025/07/18 11:52:32 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","U","Unity Software","市價","2","68.32","全部成交","2@34.1621","2025/07/17 10:41:22 (美東)","止損市價單","撤單前有效","","盤中","34.20","","美股","USD","","2","34.1621","68.32","2025/07/22 09:52:52 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"賣出","ASTS","AST SpaceMobile","市價","2","104.82","全部成交","2@52.4101","2025/07/17 09:44:52 (美東)","止損市價單","撤單前有效","","盤中","52.45","","美股","USD","","2","52.4101","104.82","2025/07/22 09:48:07 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","ASTS","AST SpaceMobile","54.57","2","109.14","全部成交","2@54.5565","2025/07/17 09:44:18 (美東)","限價單","撤單前有效","","盤前+盤中+盤後","","","美股","USD","","2","54.5565","109.11","2025/07/17 09:44:19 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","NCLH","挪威郵輪","市價","2","45.72","全部成交","2@22.86","2025/07/17 09:43:29 (美東)","止損市價單","撤單前有效","","盤中","22.89","","美股","USD","","2","22.86","45.72","2025/07/22 09:53:06 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"賣出","CG","凱雷","市價","2","118.62","全部成交","2@59.31","2025/07/17 09:42:46 (美東)","止損市價單","撤單前有效","","盤中","59.70","","美股","USD","","2","59.31","118.62","2025/07/22 09:30:02 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","U","Unity Software","37.14","2","74.28","全部成交","2@37.14","2025/07/17 09:41:51 (美東)","止損限價單","當日有效","","盤前+盤中+盤後","37.12","","美股","USD","","2","37.14","74.28","2025/07/17 09:44:28 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","CG","凱雷","59.48","2","118.96","全部成交","2@59.4377","2025/07/17 09:41:20 (美東)","止損限價單","當日有效","","盤前+盤中+盤後","59.45","","美股","USD","","2","59.4377","118.88","2025/07/17 09:41:32 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"買入","NCLH","挪威郵輪","23.48","2","46.96","全部成交","2@23.465","2025/07/17 09:40:29 (美東)","止損限價單","當日有效","","盤前+盤中+盤後","23.45","","美股","USD","","2","23.465","46.93","2025/07/17 09:42:05 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","HPE","慧與科技","市價","2","0.00","下單失敗","0@0.00","2025/07/15 10:49:49 (美東)","止損市價單","撤單前有效","","盤中","20.42","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"買入","HPE","慧與科技","20.60","2","41.20","已撤單","0@0.00","2025/07/15 10:49:04 (美東)","止損限價單","當日有效","","盤中","20.58","","美股","USD","","","","","","","","","","","","","","","","","","","",""
"賣出","SOFI","SoFi Technologies","市價","2","41.60","全部成交","2@20.8001","2025/07/15 10:34:06 (美東)","止損市價單","撤單前有效","","盤中","20.80","","美股","USD","","2","20.8001","41.60","2025/07/16 11:36:44 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","SOFI","SoFi Technologies","21.58","2","43.16","全部成交","2@21.5785","2025/07/15 10:33:30 (美東)","限價單","撤單前有效","","盤前+盤中+盤後","","","美股","USD","","2","21.5785","43.16","2025/07/15 10:33:31 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","RKLB","Rocket Lab","市價","2","97.88","全部成交","2@48.9414","2025/07/15 10:30:05 (美東)","止損市價單","撤單前有效","","盤中","48.95","","美股","USD","","2","48.9414","97.88","2025/07/21 11:53:16 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","0.01","","2.01"
"買入","RKLB","Rocket Lab","44.34","2","88.68","全部成交","2@44.34","2025/07/15 10:29:21 (美東)","限價單","撤單前有效","","盤前+盤中+盤後","","","美股","USD","","2","44.34","88.68","2025/07/15 10:29:22 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","CRDO","Credo Technology","市價","2","198.44","全部成交","2@99.22","2025/07/15 10:28:37 (美東)","止損市價單","撤單前有效","","盤中","99.20","","美股","USD","","1","99.21","99.21","2025/07/16 11:33:44 (美東)","美股","USD","","","0.99","1","0","","","","","0","0.02","","2.01"
"","","","","","","","","","","","","","","","","","","1","99.23","99.23","2025/07/16 11:33:44 (美東)","美股","USD","","","","","","","","","","","","",""
"買入","CRDO","Credo Technology","102.03","2","204.06","全部成交","2@102.03","2025/07/15 10:26:51 (美東)","限價單","當日有效","","盤前+盤中+盤後","","","美股","USD","","2","102.03","204.06","2025/07/15 10:27:14 (美東)","美股","USD","","","0.99","1","0.01","","","","","0","","","2"
"賣出","01949","佰達國際控股","市價","2,000","180.00","全部成交","2,000@0.09","2025/07/15 15:24:14 (香港)","止損市價單","撤單前有效","","","0.092","","港股","HKD","","2,000","0.09","180.00","2025/07/16 09:30:42 (香港)","港股","HKD","1291","","0","15","0.01","1","0.01","0.01","0","","","","16.03"
"買入","01949","佰達國際控股","0.104","2,000","208.00","全部成交","2,000@0.102","2025/07/15 15:23:22 (香港)","止損限價單","當日有效","","","0.102","允許","港股","HKD","","2,000","0.102","204.00","2025/07/15 15:53:43 (香港)","港股","HKD","178","","0","15","0.01","1","0.01","0.01","0","","","","16.03"
"賣出","01828","富衛集團","38.10","300","11,430.00","全部成交","300@38.10","2025/07/15 15:18:50 (香港)","限價單","當日有效","允許","","","","港股","HKD","","300","38.10","11,430.00","2025/07/15 15:18:58 (香港)","港股","HKD","2453","","0","15","0.48","12","0.65","0.31","0.02","","","","28.46"
"賣出","01949","佰達國際控股","市價","2,000","184.00","全部成交","2,000@0.092","2025/07/15 15:18:03 (香港)","止損市價單","撤單前有效","","","0.093","","港股","HKD","","2,000","0.092","184.00","2025/07/16 09:30:41 (香港)","港股","HKD","4822","","0","15","0.01","1","0.01","0.01","0","","","","16.03"
"買入","01949","佰達國際控股","0.107","2,000","214.00","全部成交","2,000@0.107","2025/07/15 15:17:23 (香港)","限價單","當日有效","允許","","","","港股","HKD","","2,000","0.107","214.00","2025/07/15 15:17:26 (香港)","港股","HKD","8118","","0","15","0.01","1","0.01","0.01","0","","","","16.03"
"賣出","07500","南方兩倍做空恆指","2.126","200","425.20","全部成交","200@2.126","2025/07/15 15:16:46 (香港)","限價單","當日有效","允許","","","","港股","HKD","","200","2.126","425.20","2025/07/15 15:17:03 (香港)","港股","HKD","7094","","0","15","0.02","0","0.02","0.01","0","","","","15.05"
"賣出","06613","藍思科技","市價","400","0.00","下單失敗","0@0.00","2025/07/09 09:31:49 (香港)","止損市價單","撤單前有效","","","19.18","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","01828","富衛集團","觸及市價","300","0.00","已撤單","0@0.00","2025/07/04 18:09:59 (香港)","富途暗盤","當日有效","","","35.85","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","06603","IFBH","市價","200","8,330.00","全部成交","200@41.65","2025/07/03 11:50:14 (香港)","止損市價單","撤單前有效","","","41.85","","港股","HKD","","200","41.65","8,330.00","2025/07/04 09:30:01 (香港)","港股","HKD","8411","","0","15","0.35","9","0.47","0.22","0.01","","","","25.05"
"買入","06603","IFBH","44.40","200","8,880.00","全部成交","200@44.20","2025/07/03 11:46:07 (香港)","止損限價單","當日有效","","","44.20","允許","港股","HKD","","200","44.20","8,840.00","2025/07/03 11:50:04 (香港)","港股","HKD","2453","","0","15","0.37","9","0.5","0.24","0.01","","","","25.12"
"賣出","02510","德翔海運","市價","1,000","9,240.00","全部成交","1,000@9.24","2025/07/03 10:38:24 (香港)","止損市價單","撤單前有效","","","9.29","","港股","HKD","","1,000","9.24","9,240.00","2025/07/04 09:30:44 (香港)","港股","HKD","8411","","0","15","0.39","10","0.52","0.25","0.01","","","","26.17"
"買入","02510","德翔海運","9.63","1,000","9,630.00","全部成交","1,000@9.63","2025/07/03 10:37:44 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","1,000","9.63","9,630.00","2025/07/03 10:38:14 (香港)","港股","HKD","6998","","0","15","0.4","10","0.54","0.26","0.01","","","","26.21"
"賣出","02510","德翔海運","市價","1,000","0.00","下單失敗","0@0.00","2025/07/03 10:06:40 (香港)","止損市價單","撤單前有效","","","9.42","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","02510","德翔海運","9.88","1,000","9,880.00","已撤單","0@0.00","2025/07/03 10:06:09 (香港)","止損限價單","當日有效","","","9.87","允許","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","00200","新濠國際發展","4.80","1,000","4,800.00","已撤單","0@0.00","2025/07/02 10:30:20 (香港)","止損限價單","當日有效","","","4.79","允許","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","00200","新濠國際發展","市價","1,000","4,540.00","全部成交","1,000@4.54","2025/07/02 10:20:45 (香港)","止損市價單","撤單前有效","","","4.55","","港股","HKD","","1,000","4.54","4,540.00","2025/07/02 10:52:54 (香港)","港股","HKD","6999","","0","15","0.19","5","0.26","0.12","0.01","","","","20.58"
"買入","00200","新濠國際發展","4.95","1,000","4,950.00","全部成交","1,000@4.95","2025/07/02 10:19:24 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","1,000","4.95","4,950.00","2025/07/02 10:20:05 (香港)","港股","HKD","3537","","0","15","0.21","5","0.28","0.13","0.01","","","","20.63"
"買入","07500","南方兩倍做空恆指","2.192","200","438.40","全部成交","200@2.192","2025/07/02 09:55:37 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","2.192","438.40","2025/07/02 09:56:12 (香港)","港股","HKD","8554","","0","15","0.02","0","0.02","0.01","0","","","","15.05"
"賣出","02689","玖龍紙業","市價","10,000","32,300.00","全部成交","10,000@3.23","2025/06/11 13:38:10 (香港)","市價單","當日有效","","","","","港股","HKD","","10,000","3.23","32,300.00","2025/06/11 13:38:10 (香港)","港股","HKD","2204","","0","15","2","33","1.82","0.87","0.05","","","","52.74"
"賣出","07500","南方兩倍做空恆指","市價","200","544.40","全部成交","200@2.722","2025/04/24 10:51:59 (香港)","止損市價單","撤單前有效","","","2.736","","港股","HKD","","200","2.722","544.40","2025/04/25 09:30:01 (香港)","港股","HKD","8475","","0","15","2","0","0.03","0.01","0","","","","17.04"
"買入","07500","南方兩倍做空恆指","2.77","200","554.00","全部成交","200@2.77","2025/04/24 10:50:37 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","2.77","554.00","2025/04/24 10:50:37 (香港)","港股","HKD","2240","","0","15","2","0","0.03","0.01","0","","","","17.04"
"賣出","07200","南方兩倍做多恆指","市價","200","878.80","全部成交","200@4.394","2025/04/23 10:26:12 (香港)","止損市價單","撤單前有效","","","4.397","","港股","HKD","","200","4.394","878.80","2025/04/23 14:06:10 (香港)","港股","HKD","1346","","0","15","2","0","0.05","0.02","0","","","","17.07"
"買入","07200","南方兩倍做多恆指","4.356","200","871.20","全部成交","200@4.356","2025/04/23 10:20:42 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","4.356","871.20","2025/04/23 10:20:42 (香港)","港股","HKD","8475","","0","15","2","0","0.05","0.02","0","","","","17.07"
"賣出","07500","南方兩倍做空恆指","市價","200","545.20","全部成交","200@2.726","2025/04/16 09:46:30 (香港)","止損市價單","撤單前有效","","","2.79","","港股","HKD","","200","2.726","545.20","2025/04/23 09:30:02 (香港)","港股","HKD","8532","","0","15","2","0","0.03","0.01","0","","","","17.04"
"買入","07500","南方兩倍做空恆指","2.964","200","592.80","全部成交","200@2.964","2025/04/16 09:45:45 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","2.964","592.80","2025/04/16 09:45:45 (香港)","港股","HKD","8531","","0","15","2","0","0.03","0.02","0","","","","17.05"
"賣出","07200","南方兩倍做多恆指","市價","200","794.80","全部成交","200@3.974","2025/04/11 10:31:22 (香港)","止損市價單","撤單前有效","","","3.975","","港股","HKD","","200","3.974","794.80","2025/04/11 14:37:50 (香港)","港股","HKD","1047","","0","15","2","0","0.04","0.02","0","","","","17.06"
"買入","07200","南方兩倍做多恆指","3.846","200","769.20","全部成交","200@3.846","2025/04/11 10:30:35 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","3.846","769.20","2025/04/11 10:30:36 (香港)","港股","HKD","1490","","0","15","2","0","0.04","0.02","0","","","","17.06"
"賣出","02097","蜜雪集團","市價","100","0.00","下單失敗","0@0.00","2025/03/07 10:03:24 (香港)","止損市價單","撤單前有效","","","347.00","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","02097","蜜雪集團","市價","100","0.00","下單失敗","0@0.00","2025/03/03 15:20:40 (香港)","觸及市價單(止盈)","撤單前有效","","","297.80","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","02097","蜜雪集團","市價","100","27,860.00","全部成交","100@278.60","2025/03/03 14:48:29 (香港)","止損市價單","撤單前有效","","","279.00","","港股","HKD","","100","278.60","27,860.00","2025/03/04 09:30:01 (香港)","港股","HKD","6449","","0","15","2","28","1.57","0.75","0.04","","","","47.36"
"買入","02097","蜜雪集團","286.60","100","28,660.00","全部成交","100@286.60","2025/03/03 14:47:25 (香港)","限價單","當日有效","允許","","","","港股","HKD","","100","286.60","28,660.00","2025/03/03 14:47:25 (香港)","港股","HKD","1172","","0","15","2","29","1.62","0.77","0.04","","","","48.43"
"賣出","02097","蜜雪集團","266.80","100","26,680.00","全部成交","100@266.80","2025/03/03 09:24:59 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","100","266.80","26,680.00","2025/03/03 09:31:20 (香港)","港股","HKD","6104","","0","15","2","27","1.51","0.72","0.04","","","","46.27"
"賣出","02097","蜜雪集團","266.80","100","26,680.00","已撤單","0@0.00","2025/02/28 17:00:49 (香港)","富途暗盤","當日有效","","","","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","02097","蜜雪集團","252.80","100","25,280.00","全部成交","100@252.80","2025/02/28 16:56:11 (香港)","富途暗盤","當日有效","","","","","港股","HKD","","100","252.80","25,280.00","2025/02/28 16:56:14 (香港)","港股","HKD","8300","","7.58","15","2","26","1.43","0.68","0.04","","","","52.73"
"賣出","02431","佑駕創新","29.00","200","5,800.00","全部成交","200@29.00","2025/02/27 10:52:35 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","29.00","5,800.00","2025/02/27 10:52:47 (香港)","港股","HKD","3187","","0","15","2","6","0.33","0.16","0.01","","","","23.5"
"賣出","02432","越疆","32.85","400","13,140.00","全部成交","400@32.85","2025/02/27 10:52:15 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","400","32.85","13,140.00","2025/02/27 10:52:22 (香港)","港股","HKD","9024","","0","15","2","14","0.74","0.35","0.02","","","","32.11"
"賣出","02438","出門問問","0.56","4,000","2,240.00","全部成交","4,000@0.56","2025/02/27 10:51:40 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","4,000","0.56","2,240.00","2025/02/27 10:51:48 (香港)","港股","HKD","5256","","0","15","2","3","0.13","0.06","0","","","","20.19"
"賣出","02585","夢金園","16.88","200","3,376.00","全部成交","200@16.88","2025/02/27 10:51:25 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","16.88","3,376.00","2025/02/27 10:53:21 (香港)","港股","HKD","5429","","0","15","2","4","0.19","0.09","0.01","","","","21.29"
"賣出","09660","地平線機器人-W","9.86","1,200","11,832.00","全部成交","1,200@9.86","2025/02/27 10:50:49 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","1,200","9.86","11,832.00","2025/02/27 10:51:03 (香港)","港股","HKD","1291","","0","15","2","12","0.67","0.32","0.02","","","","30.01"
"買入","09660","地平線機器人-W","8.24","600","4,944.00","全部成交","600@8.24","2025/02/24 13:27:29 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","600","8.24","4,944.00","2025/02/24 13:27:30 (香港)","港股","HKD","8411","","0","15","2","5","0.28","0.13","0.01","","","","22.42"
"賣出","02438","出門問問","觸及市價","4,000","0.00","已撤單","0@0.00","2025/02/24 12:05:24 (香港)","止損市價單","撤單前有效","","","0.53","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","02432","越疆","31.05","400","12,420.00","全部成交","400@31.05","2025/02/24 10:07:15 (香港)","限價單","當日有效","允許","","","","港股","HKD","","200","31.05","6,210.00","2025/02/24 10:07:36 (香港)","港股","HKD","6387","","0","15","4","14","0.7","0.34","0.02","","","","34.06"
"","","","","","","","","","","","","","","","","","","200","31.05","6,210.00","2025/02/24 10:07:15 (香港)","港股","HKD","8086","","","","","","","","","","","",""
"賣出","09660","地平線機器人-W","7.99","1,800","14,382.00","全部成交","1,800@7.99","2025/02/21 15:20:10 (香港)","限價單","當日有效","允許","","","","港股","HKD","","1,800","7.99","14,382.00","2025/02/21 15:20:23 (香港)","港股","HKD","1172","","0","15","2","15","0.81","0.39","0.02","","","","33.22"
"賣出","02438","出門問問","0.78","3,000","2,340.00","已撤單","0@0.00","2025/02/20 13:28:15 (香港)","觸及限價單(止盈)","撤單前有效","","","0.79","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","02438","出門問問","0.68","2,000","1,360.00","全部成交","2,000@0.68","2025/02/20 13:26:44 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","2,000","0.68","1,360.00","2025/02/20 13:26:45 (香港)","港股","HKD","8472","","0","15","2","2","0.08","0.04","0","","","","19.12"
"買入","07500","南方兩倍做空恆指","2.838","100","283.80","全部成交","100@2.838","2025/02/20 11:01:24 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","100","2.838","283.80","2025/02/20 11:01:24 (香港)","港股","HKD","8440","","0","15","2","0","0.02","0.01","0","","","","17.03"
"買入","07500","南方兩倍做空恆指","2.856","200","571.20","全部成交","200@2.856","2025/02/20 10:21:56 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","2.856","571.20","2025/02/20 10:21:56 (香港)","港股","HKD","8467","","0","15","2","0","0.03","0.02","0","","","","17.05"
"賣出","07552","南方兩倍做空恆科","市價","200","372.00","全部成交","200@1.86","2025/02/19 12:33:28 (香港)","止損市價單","撤單前有效","","","1.86","","港股","HKD","","200","1.86","372.00","2025/02/21 09:31:16 (香港)","港股","HKD","4822","","0","15","2","0","0.02","0.01","0","","","","17.03"
"賣出","07500","南方兩倍做空恆指","市價","2,200","5,940.00","全部成交","2,200@2.70","2025/02/19 12:31:44 (香港)","止損市價單","撤單前有效","","","2.70","","港股","HKD","","2,200","2.70","5,940.00","2025/02/21 10:17:34 (香港)","港股","HKD","7914","","0","15","2","0","0.34","0.16","0.01","","","","17.51"
"賣出","02585","夢金園","觸及市價","200","0.00","已撤單","0@0.00","2025/02/18 14:28:47 (香港)","止損市價單","撤單前有效","","","15.20","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","09660","地平線機器人-W","市價","600","5,520.00","全部成交","600@9.20","2025/02/18 12:42:22 (香港)","止損市價單","撤單前有效","","","9.20","","港股","HKD","","600","9.20","5,520.00","2025/02/24 09:54:50 (香港)","港股","HKD","2204","","0","15","2","6","0.31","0.15","0.01","","","","23.47"
"買入","09660","地平線機器人-W","7.25","1,200","8,700.00","全部成交","1,200@7.25","2025/02/18 10:38:51 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","1,200","7.25","8,700.00","2025/02/18 10:38:52 (香港)","港股","HKD","5338","","0","15","2","9","0.49","0.23","0.01","","","","26.73"
"買入","02438","出門問問","0.79","2,000","1,580.00","全部成交","2,000@0.79","2025/02/18 09:53:05 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","1,000","0.79","790.00","2025/02/18 09:53:05 (香港)","港股","HKD","8397","","0","15","4","2","0.08","0.04","0","","","","21.12"
"","","","","","","","","","","","","","","","","","","1,000","0.79","790.00","2025/02/18 09:53:05 (香港)","港股","HKD","9087","","","","","","","","","","","",""
"買入","09660","地平線機器人-W","7.20","600","4,320.00","全部成交","600@7.20","2025/02/18 09:50:54 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","600","7.20","4,320.00","2025/02/18 09:51:15 (香港)","港股","HKD","4488","","0","15","2","5","0.24","0.12","0.01","","","","22.37"
"買入","02585","夢金園","17.60","200","3,520.00","全部成交","200@17.42","2025/02/18 09:22:13 (香港)","止損限價單","撤單前有效","","","17.40","","港股","HKD","","200","17.42","3,484.00","2025/02/18 13:58:09 (香港)","港股","HKD","3646","","0","15","2","4","0.2","0.09","0.01","","","","21.3"
